,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
661,Junior Data Scientist,Employer Provided Salary:₹2L - ₹3L,"1+ years of hands-on experience with the Python or R, SQL
1+ yrs. of data science/analytics experience.
Experience with traditional Machine Learning
Well-developed analytical, logical and problem solving skills
Working knowledge of Statistics, common data science took kits
Excellent communication (written and oral) & technical writing skills
Working experience in containerized, cloud-based environments - AWS/Google could.
Experience with developing and maintaining CI/CD pipelines
Experience in designing, developing, deploying and operating scalable RESTful micro-services",-1,Dhrima Solutions LLP,Rājkot,-1,-1,-1,-1,-1,-1
662,Data Science - Manager,₹3L - ₹14L (Glassdoor Est.),"Audit Transformation – Data Science – Manager/Sr. Manager
Deloitte’s Audit and Assurance business embraces the promise of artificial intelligence and machine learning, with various forms of AI and ML embedded in the audit technology solutions currently used by our 10,000+ practitioners today. Within our dedicated Data Science organization, a subgroup of the Audit Transformation group, we continue that journey enabling the next generation of AI-enabled solutions that usher in a future that completely transforms the way our practitioners perform their audit work, and the insights we can provide to our clients.
The Data Science group consists of a blend of auditors and data scientists working hand-in-hand to capitalize on our world-class data assets and ideate, design, develop, deploy, and manage AI and ML solutions that can be integrated into our existing Omnia ecosystem to increase the quality of our audits, and automate mechanical processes. You will be joining a growing team of talented professionals dedicated to realizing the vision of an AI-enabled audit.",4.1,"Deloitte
4.1",Bangalore,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
663,Sr. Data Scientist,₹11L - ₹21L (Glassdoor Est.),"Job Description
We are looking for Senior Data scientist to join our Data Analytics team (offices working in Hybrid model). This is an amazing opportunity to support the team for analysis of Real world data (RWD) by taking individual responsibility of assigned projects. The team consists of around 30 people and the reporting is to the Manager – Data Analytics.
Joining our team of Data analyst/Data scientist, you will support the team for analysis of Real-world data (RWD) by taking individual responsibility of assigned projects. As a member you will be conducting retrospective data analysis including data management and statistical programming as well as the development of RWD dashboards by translating the Methodology into complex algorithms in collaboration with Team.
Bachelor's/Master’s degree in computer engineering preferred
6+ Years’ experience in a Data Scientist role",3.5,"Clarivate
3.5",Bangalore,10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
664,Sr. Data Scientist,Employer Provided Salary:₹37L,"Our client Successful SA technology group is looking to hire a full-time remote Senior Data Scientist.
The Senior Data Scientist will actively lead the application of data science methods, which includes machine learning, deep learning, artificial intelligence and predictive analytics, required to meet the company’s business interests as well as that of their clients.
Relevant degree in Data Science, Statistics or equivalent quantitative field
Minimum 5+ years of experience
The ideal candidate would have knowledge in:
Machine learning",-1,Insourcedev Pvt Ltd,Remote,-1,-1,-1,-1,-1,-1
665,Lead Data Scientist,₹16L - ₹25L (Glassdoor Est.),"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Job Title: Experienced Data Analyst
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.",3.8,"BOEING
3.8",Bangalore,10000+ Employees,1916,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD)
666,Analytics Consultant,-1,"About Wells Fargo

Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy. With approximately 273,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 25 on Fortune's 2017 rankings of America's largest corporations. Wells Fargo's vision is to satisfy our customers' financial needs and help them succeed financially. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories .

About Enterprise Global Services

Enterprise Global Services (EGS) enables global talent capabilities for Wells Fargo Bank NA., by supporting over half of Wells Fargo's business lines and staff functions across Technology, Business Services, Risk Services and Product, Analytics and Modeling (PAM). EGS operates in Hyderabad, Bengaluru and Chennai in India and in Manila, Philippines. Learn more about EGS at our International Careers website



Product, Analytics and Modeling (PAM) brings a team member-based approach to the international talent pool focusing on analytical requirements. PAM encompasses roles that deliver meaningful insights, analysis and reporting based on skills, experience and judgment to support the Enterprise Analytics and Data Science (EADS) organization operate successfully today, and continue on the right trajectory to operate successfully in the future.



Analytics Consultant 2 is a business partner facing role and is responsible for providing reporting and analytic solutions that provide actionable insights to the line of business partners.

EADS is the central analytics group tasked with solving high-impact business challenges and standing up cutting-edge analytical capabilities to be shared across Wells Fargo's analytic community.

We are looking for a high performer to join our team and help us solve challenging and interesting business problems through rigorous data analysis and visualization. In this highly consultative and visible role, you will support business intelligence projects from multiple business lines using various technology and techniques ranging from but not limited to Python, SAS, Tableau, Power BI, Microstrategy and in multiple data environments (like Teradata, Aster, Oracle etc.)



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
667,Data Science,₹5L - ₹8L (Glassdoor Est.),"Responsibilities
Design and develop ML / NLP models for the project requirement
Deliver ownership to setup ML / NLP models with respect to tools, data and infrastructure as required
Work closely with Product Owner and Product architect right from ML based solution conceptualization till implementation in response to a client requirement
Thought leadership on building ML/NLP based solution based on client requirements
Lead the ML / NLP dialogue during the customer visits and other partner events
Required Skills & Competencies
Strong knowledge of machine learning / NLP algorithms– Information extraction, named entity recognition, text clustering, Knowledge Graph,text summarization, intent classification, word embeddings, vector space models; experience in developing models
Strong experience in NLP using Python; experience in developing microservices and web services
Understanding of data and data analysis; experience with large data sets
Thorough with pandas, scikit and numpy
4+ years of experience implementing and deploying machine learning and deep learning frameworks (Spark, TensorFlow, Keras, Caffe, etc.) through distribution cluster and application programming in cloud platforms including Azure, IBM, AWS and GCP.
Hands on experience Data Science / Big Data technology and architecture

4.00-13.00 Years",3.8,"Larsen & Toubro Infotech Limited
3.8",Mumbai,10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
668,"Senior Analyst- Research & Insights- Data Science, Data Analyst",₹5L - ₹8L (Glassdoor Est.),"Data analyst, Deloitte Health Equity Institute, Center for Health Solutions, Deloitte Services LP
Background:
Deloitte has launched a new social innovation organization called the Deloitte Health Equity Institute (DHEI). DHEI is a data-driven pro bono services, philanthropic, and knowledge development hub within Deloitte’s Center for Health Solutions (DCHS). DCHS is one of the industry research Centers under the Research and Insights (R&I) group.
DHEI draws on Deloitte’s array of capabilities to activate health equity across the United States, helping to realize our firm’s Purpose by moving the field for public good and advancing equitable health outcomes at scale.
CBG_RI",4.1,"Deloitte
4.1",Hyderābād,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
669,Data Science Training,Employer Provided Salary:₹10T - ₹45T,"We are providing Traning for Data Science. After the training we will hire the candidates as performance wise.
After the training we will providing experience certificates and also we will provide some certifications.
We are looking for freshers candidates.
Both Male and Female Candidates can apply.
Job Types: Fresher, Internship, Full-time, Part-time
Salary: ₹10,000.00 - ₹45,000.00 per month",-1,Oracuz Infotech Pvt Ltd,Thiruvananthapuram,-1,-1,-1,-1,-1,-1
670,Data Scientist Intern,-1,"A Natural Language Processing (NLP) expert with strong computer science fundamentals and experience in working with deep learning frameworks. You will be working at the cutting edge of NLP and Machine Learning.
Roles and Responsibilities
Work as part of a distributed team to research, build and deploy Machine Learning models for NLP.
Mentor and coach other team members
Evaluate the performance of NLP models and ideate on how they can be improved
Support internal and external NLP-facing APIs
Keep up to date on current research around NLP, Machine Learning and Deep Learning",-1,Brimming Grace Capital Pvt Ltd,Gurgaon,-1,-1,-1,-1,-1,-1
671,"Data Engineer, Machine Learning",Employer Provided Salary:₹2L - ₹3L,"We are looking Only Freshers candidates. B tech/ BE( Computer science Only please) MCA, ME, M Tech.
Must knowledge about Python.
Don't Apply if you don't have these degree.
Job Type: Full-time
Salary: ₹240,000.00 - ₹320,000.00 per year
Schedule:
Day shift",-1,Predictive Research,Bangalore,-1,-1,-1,-1,-1,-1
672,Data scientist,₹2L - ₹5L (Glassdoor Est.),"Roles and responsibilities:
1. Data processing, cleaning and validating the integrity of data to be used for analytics

2. Data extraction using valuable data sources

3. Perform initial investigation and exploratory data analysis

4. Analyzing large amount of data to find patterns and solution

5. Build predictive machine learning models using alogorithms like regression, tree based, boosting etc

6. Develop econometric and statistical models for various problems including projections, classification, clustering, pattern analysis, sampling, simulations, and so forth.

7. Propose solutions and strategies to tackle complex business problems",4.4,"ICICI Prudential Life
4.4",Mumbai,10000+ Employees,2001,Private Practice / Firm,Insurance Carriers,Insurance,$10+ billion (USD)
673,Machine Learning Engineer - Innovation Center Network,₹7L - ₹18L (Glassdoor Est.),"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

SUMMARY
The SAP Innovation Center Network (ICN) is responsible for contextualizing and pioneering the emerging technologies that will be foundational for SAP’s future success. We shape the next generation of enterprise software by exploring new technologies and developing bold prototypes. Join the team as a Machine Learning Engineer and be part of the team in Bangalore that has a vision towards new technologies and is committed to transformative innovations in a startup-like environment. You will have the opportunity to explore and contribute to the next generation of business applications, platforms, and software engineering tools.

You will..",4.4,"SAP
4.4",Bangalore,10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
674,Machine Learning Intern,Employer Provided Salary:₹15T - ₹20T,"Key Responsibilities:

Understanding business objectives and developing models that help to achieve goals, along with metrics to track their progress
Verifying data quality, and/or ensuring it via data cleaning
Supervising the data acquisition process if more data is needed
Defining validation strategies
Defining the preprocessing or feature engineering to be done on a given dataset
Defining data augmentation pipelines
Training models and tuning their hyperparameters",4.9,"FullThrottle Labs
4.9",Bangalore,1 to 50 Employees,2018,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD)
675,Data Scientist,Employer Provided Salary:₹692.31 - ₹923.08 Per Hour,"required data science faculty on urgent basis .Interested call on 8264865747 as soon as possible.
Job Types: Full-time, Part-time, Regular / Permanent, Freelance, Volunteer, Fresher
Salary: ₹600.00 - ₹800.00 per hour
Benefits:
Flexible schedule
Schedule:
Flexible shift",-1,Pioneer Academy,Ludhiana,-1,-1,-1,-1,-1,-1
676,Junior Data Scientist Mentor,Employer Provided Salary:₹3L - ₹5L,"Training the students in online learning
doubt solvings
software Installation help
Helping them one on one difficult topics
assignment review and grading
Managing studnet LMS and Portfolio
Helping senior trainers in batch management
Notes and Assignments forming
Documentation
Creating Ppts and notes for students
Interview preparation help to students
Overall Objective is to make learners successful",-1,Success Arrow,Pune,-1,-1,-1,-1,-1,-1
677,Data Scientist,₹6L - ₹15L (Glassdoor Est.),"Aufgaben
Qualifications:
Advanced Python Knowledge.
Advanced time series forecasting modelling.
Experience with Object Oriented Programming in Python.
Experience with Machine Learning algorithms.
Fluent in English.
Proactive, good communicator, critical thinking, whole product view (not just feature development), aim for sustainability of the product, team player.

Responsibilities:",4.2,"Mercedes-Benz Research and Development India Private Limited
4.2",Bangalore,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
678,Data Scientists,-1,"Position
Location
Qualification
Age Limit

Data Scientists

Mumbai

Degree in Engineering /Maths / Comp Science / Data Science Programme from a recognised institute

Upto 35 years",4.3,"CDSL
4.3",Mumbai,51 to 200 Employees,Government,National Services & Agencies,Government & Public Administration,$2 to $5 billion (USD),-1
679,Data Science Intern,Employer Provided Salary:₹5T,"Working on python, sql and making technical documentation
Working on projects and developing part
Co ordinating with cleints on technical queirs
Helping team in developing new contents in ML
working on clouds like GCP, AWS and Azure.
candidates must be quick learner
Job Types: Full-time, Regular / Permanent
Salary: From ₹5,000.00 per month
Schedule:",-1,prwatech technologies,Pune,-1,-1,-1,-1,-1,-1
680,Data scientist - Battery models,₹6L - ₹15L (Glassdoor Est.),"Aufgaben
Data Scientist (Battery Modelling and Ageing )
About MBRDI
Mercedes-Benz Research & Development India Headquartered in Bengaluru was founded in 1996 as a captive unit to support Daimler’s research, IT and product development activities. We focus on topics ranging from computer-aided design and simulations (CAD, CAE) for powertrain, chassis and exteriors to embedded systems, telematics and developing various IT applications and tools. The satellite office in Pune specializes in interior component designs and IT engineering. It is now one of the largest global R&D centers outside Germany, employing more than 3000 + skilled engineers. It aims to partner closely with suppliers in India for its activities in product development and IT services.
""We are an equal opportunity employer and value diversity at our company"".
Job Description:
The position presents a unique opportunity to improve and transform the current state of art in the field of Battery Ageing Analytics. The ideal candidate will:
1. Work with the battery experts to identify the improvement areas in the current available techniques.
2. Provide quality solution design for the identified areas.
3. Transform the current state of Battery Ageing techniques using Machine Learning techniques.
4. Design methods to handle high volume of Data, data cleansing, processing, efficient storing.
5. Accelerate Data science Model Development and Model Management using cloud native solutions.
Expected Skills:
Level :: Advanced",4.2,"Mercedes-Benz Research and Development India Private Limited
4.2",Bangalore,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
681,Data Scientist - Multiple Locations,₹12L - ₹16L (Glassdoor Est.),"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)
Primary Responsibility:
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",3.6,"UnitedHealth Group
3.6",Hyderābād,10000+ Employees,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
682,Data Analytics Associate,Employer Provided Salary:₹8L - ₹9L,"Hybrid Mode:

Job Description:

Collaborate closely with Finance associates to drive decisions via data and analytics. Responsible for developing solutions to Finances challenges by identifying the right data assets, tools, analytical models, and teams to deliver.
Transform raw data into impactful business insights, develop and optimize the data extraction, transformation and reporting process
Support work on cross-functional projects using advance modelling & analytics techniques, develop and maintain machine learning models and solutions.",3.5,"Orcapod
3.5",Hyderābād,201 to 500 Employees,2010,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
683,Data Science cource with placement opportunity,Employer Provided Salary:₹6L - ₹12L,"RSUNSTAR EDUCATIONAL ACADEMY
Welcomes students interested in Data science and Data Analytics cources with placement opportunity.
First You have to go through the 12 months of complete cource in which you will be getting benefits of Delivery of study materials to your home address, E-books, live 1 to 1 video classes with live doubt solving sessions by best faculty member, recorded lectures, cource completion certificate and 100% guaranteed job placement in top IT companies with salary package of 6LPA to 15LPA.
Only persons who are willing to take cource can apply for it either fresher or experience both are applicable. It's open to all fields like B.com, Bsc, BA, etc and no age Criteria.",-1,Rsunstar Educational Academy,Pune,-1,-1,-1,-1,-1,-1
684,Artificial Intelligence Internship,Employer Provided Salary:₹12T,"About Company: Evolve Robot Lab is the India's first robot innovation lab for Robotics Engineering & Artificial Intelligence Solution.
Robotics research company"", with the grand vision to improve the quality of life in the very part of India with various deep tech solutions.
Who we are: Robotics start-up with young creative team based out of Madras, Tamilnadu We are making affordable robotics product for both industrial & military application.
Our Edu-Tech training facilitate to inspire & educate the next 10 million young generation of innovators, engineers, scientist & artists in the field of Robotics.
Our specialization :",-1,Evolve robot Lab,India,-1,-1,-1,-1,-1,-1
685,Machine Learning Engineer,-1,"Minimum Qualifications
1-3 years of demonstrated experience as machine learning engineer/data scientist
Understanding of the Agile development lifecycle
Ability to write readable code and create extensive documentation for existing code
Ability to consume third-party libraries and APIs
Experience with Git and version control best practices
Understanding of data pipelines for machine learning
Proficiency with core python programming
Knowledge of machine learning frameworks such as tensorflow and opencv
Preferred Qualifications",-1,DentalDost,Pune,-1,-1,-1,-1,-1,-1
686,Machine Learning Engineer,Employer Provided Salary:₹7L - ₹15L,"We are looking for a passionate Machine Learning Engineer who will be responsible for adding machine learning based analytics features to our scalable SaaS products.
Job Details:
Job Title: Machine Learning Engineer
Experience Required: 2-6 years
Location: Baner, Pune / [Fully Remote]
Qualification: Bachelor’s degree in Computer Science, Engineering or related discipline
What we expect:",-1,Finarkein Analytics Pvt. Ltd.,Pune,-1,-1,-1,-1,-1,-1
687,Data scientist,₹2L - ₹7L (Glassdoor Est.),"Job Summary
Do you think working for a growing start-up is intriguing?
Is solving challenging problems in a fast-paced environment exciting to you?
Do you like wearing multiple (proverbial) hats?
Do you know the third, fourth and fifth decimal place for ?
Are you comfortable working with large and complex datasets?
If you answered “YES” to the above questions, read on …
Truview was founded to solve a key gap of services for e-commerce companies – we help ecommerce companies identify revenue growth opportunities and help save costs . Unlike larger firms that provide limited roles for every team member, we model our team so that every member gets to take a project from idea to execution. You get to wear many hats and get to be hands on for a variety of technology.",4.8,"Tru View
4.8",Mumbai,51 to 200 Employees,1995,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
688,Data Analytics,Employer Provided Salary:₹6L - ₹14L,"We are Indias leading political consulting organization, dedicated to providing high quality professional support for political campaigns. In this capacity, we have been fortunate to be a part of the momentous election campaigns of 2014, 2019 and various other state elections. Our work includes envisioning and executing innovative electioneering campaigns, facilitating capacity building of grassroots cadre and shaping governance. We add professional aspects to the strengths of the scores of grassroots workers and ensure optimal electoral results.
We are a diverse group of dedicated individuals including former management consultants, lawyers, engineers, political theorists, public policy professionals and other people from varied sectors from premier institutes and corporates, with the unified objective of meaningfully contributing to the polity of the nation.
Data plays an important role in the work that we do here at Nation with Namo. We are looking for a data analyst who is keen on solving problems from first principles and provides insights and actionables to the team.",4.3,"Nation with NaMo
4.3",Delhi,201 to 500 Employees,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
689,Data Science Intern,Employer Provided Salary:₹7T,"Learn data science
data science with python
daily new assignment
trainer will provide
Job Types: Full-time, Internship
Contract length: 2 months
Salary: From ₹7,000.00 per month
Schedule:",5.0,"Paarsh Infotech
5.0",Nashik,Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
690,Data Scientist - IT,₹21L - ₹22L (Glassdoor Est.),"Job Location
Mumbai

Job Description

P&G was founded over 180 years ago as a simple soap and candle company. Today, we're the world’s largest consumer goods company and home to iconic, trusted brands that make life a little bit easier in small but meaningful ways. We've spanned three centuries thanks to three simple ideas: leadership, innovation and citizenship. The insight, innovation and passion of hardworking teams has helped us grow into a global company that is governed responsibly and ethically, that is open and transparent, and that supports good causes and protects the environment. This is a place where you can be proud to work and do something that matters.

Dedication from Us:
You'll be at the core of breakthrough innovations, be given exciting assignments, lead initiatives, and take ownership and responsibility, in creative work spaces where new ideas flourish. All the while, you'll receive outstanding training to help you become a leader in your field. It is not just about what you'll do, but how you'll feel: encouraged, valued, purposeful, challenged, heard, and inspired.


Continuous mentorship – you will collaborate with passionate peers and receive both formal training as well as day-to-day mentoring from your manager dynamic and supportive work environment– employees are at the centre, we value every individual and support initiatives, promoting agility and work/life balance.


We are an equal opportunity employer and value diversity at our company. Our mission of diversity and inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak”.

Responsible for building advanced analytic (ML/AI/Optimization) algorithms within a Data Science program and working with Business Partners and Friends of Data Science to insert algorithms into business processes and activate them directly with the business.

Job Schedule
Full time

Job Number
R000062313

Job Segmentation
Experienced Professionals (Job Segmentation)

Job Qualifications",4.2,"Procter & Gamble
4.2",Mumbai,10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
691,Sr. Data Scientist,₹11L - ₹21L (Glassdoor Est.),"Job Description
We are looking for Senior Data scientist to join our Data Analytics team (offices working in Hybrid model). This is an amazing opportunity to support the team for analysis of Real world data (RWD) by taking individual responsibility of assigned projects. The team consists of around 30 people and the reporting is to the Manager – Data Analytics.
Joining our team of Data analyst/Data scientist, you will support the team for analysis of Real-world data (RWD) by taking individual responsibility of assigned projects. As a member you will be conducting retrospective data analysis including data management and statistical programming as well as the development of RWD dashboards by translating the Methodology into complex algorithms in collaboration with Team.
Bachelor's/Master’s degree in computer engineering preferred
6+ Years’ experience in a Data Scientist role",3.5,"Clarivate
3.5",Bangalore,10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
692,Data Science - Manager,₹3L - ₹14L (Glassdoor Est.),"Audit Transformation – Data Science – Manager/Sr. Manager
Deloitte’s Audit and Assurance business embraces the promise of artificial intelligence and machine learning, with various forms of AI and ML embedded in the audit technology solutions currently used by our 10,000+ practitioners today. Within our dedicated Data Science organization, a subgroup of the Audit Transformation group, we continue that journey enabling the next generation of AI-enabled solutions that usher in a future that completely transforms the way our practitioners perform their audit work, and the insights we can provide to our clients.
The Data Science group consists of a blend of auditors and data scientists working hand-in-hand to capitalize on our world-class data assets and ideate, design, develop, deploy, and manage AI and ML solutions that can be integrated into our existing Omnia ecosystem to increase the quality of our audits, and automate mechanical processes. You will be joining a growing team of talented professionals dedicated to realizing the vision of an AI-enabled audit.",4.1,"Deloitte
4.1",Bangalore,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
693,Junior Data Scientist,Employer Provided Salary:₹2L - ₹3L,"1+ years of hands-on experience with the Python or R, SQL
1+ yrs. of data science/analytics experience.
Experience with traditional Machine Learning
Well-developed analytical, logical and problem solving skills
Working knowledge of Statistics, common data science took kits
Excellent communication (written and oral) & technical writing skills
Working experience in containerized, cloud-based environments - AWS/Google could.
Experience with developing and maintaining CI/CD pipelines
Experience in designing, developing, deploying and operating scalable RESTful micro-services",-1,Dhrima Solutions LLP,Rājkot,-1,-1,-1,-1,-1,-1
694,Lead Data Scientist,₹16L - ₹25L (Glassdoor Est.),"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Job Title: Experienced Data Analyst
Boeing is the world’s largest (Per Boeing LinkedIn page) aerospace company and a leading provider of commercial airplanes, defense, space, and security systems, and global services. Building on a legacy of over a century of innovation and leadership, Boeing continues to lead the way in technology and innovation, customer delivery, and investment in its people and future growth of aerospace.",3.8,"BOEING
3.8",Bangalore,10000+ Employees,1916,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD)
695,Analytics Consultant,-1,"About Wells Fargo

Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy. With approximately 273,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 25 on Fortune's 2017 rankings of America's largest corporations. Wells Fargo's vision is to satisfy our customers' financial needs and help them succeed financially. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories .

About Enterprise Global Services

Enterprise Global Services (EGS) enables global talent capabilities for Wells Fargo Bank NA., by supporting over half of Wells Fargo's business lines and staff functions across Technology, Business Services, Risk Services and Product, Analytics and Modeling (PAM). EGS operates in Hyderabad, Bengaluru and Chennai in India and in Manila, Philippines. Learn more about EGS at our International Careers website



Product, Analytics and Modeling (PAM) brings a team member-based approach to the international talent pool focusing on analytical requirements. PAM encompasses roles that deliver meaningful insights, analysis and reporting based on skills, experience and judgment to support the Enterprise Analytics and Data Science (EADS) organization operate successfully today, and continue on the right trajectory to operate successfully in the future.



Analytics Consultant 2 is a business partner facing role and is responsible for providing reporting and analytic solutions that provide actionable insights to the line of business partners.

EADS is the central analytics group tasked with solving high-impact business challenges and standing up cutting-edge analytical capabilities to be shared across Wells Fargo's analytic community.

We are looking for a high performer to join our team and help us solve challenging and interesting business problems through rigorous data analysis and visualization. In this highly consultative and visible role, you will support business intelligence projects from multiple business lines using various technology and techniques ranging from but not limited to Python, SAS, Tableau, Power BI, Microstrategy and in multiple data environments (like Teradata, Aster, Oracle etc.)



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
696,"Senior Analyst- Research & Insights- Data Science, Data Analyst",₹5L - ₹8L (Glassdoor Est.),"Data analyst, Deloitte Health Equity Institute, Center for Health Solutions, Deloitte Services LP
Background:
Deloitte has launched a new social innovation organization called the Deloitte Health Equity Institute (DHEI). DHEI is a data-driven pro bono services, philanthropic, and knowledge development hub within Deloitte’s Center for Health Solutions (DCHS). DCHS is one of the industry research Centers under the Research and Insights (R&I) group.
DHEI draws on Deloitte’s array of capabilities to activate health equity across the United States, helping to realize our firm’s Purpose by moving the field for public good and advancing equitable health outcomes at scale.
CBG_RI",4.1,"Deloitte
4.1",Hyderābād,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
